timestamp,temperature,humidity,precipitation,cloud_cover,condition
2026-05-28T17:00,39.5,16,0.0,17,Clear
2026-05-28T18:00,38.4,17,0.0,13,Clear
2026-05-28T19:00,36.2,22,0.0,11,Clear
2026-05-28T20:00,34.4,34,0.0,1,Clear
2026-05-28T21:00,32.9,43,0.0,0,Clear
2026-05-28T22:00,31.7,47,0.0,0,Clear
2026-05-28T23:00,30.6,51,0.0,0,Clear
2026-05-29T00:00,29.3,55,0.0,0,Clear
2026-05-29T01:00,28.2,59,0.0,0,Clear
2026-05-29T02:00,27.2,63,0.0,0,Clear
2026-05-29T03:00,26.4,68,0.0,0,Clear
2026-05-29T04:00,25.6,74,0.0,1,Clear
2026-05-29T05:00,25.3,77,0.0,1,Clear
2026-05-29T06:00,25.2,78,0.0,1,Clear
2026-05-29T07:00,26.5,72,0.0,1,Clear
2026-05-29T08:00,28.5,63,0.0,1,Clear
2026-05-29T09:00,31.0,52,0.0,0,Clear
2026-05-29T10:00,33.6,40,0.0,0,Clear
2026-05-29T11:00,35.8,33,0.0,0,Clear
2026-05-29T12:00,37.3,28,0.0,0,Clear
2026-05-29T13:00,38.3,24,0.0,2,Clear
2026-05-29T14:00,38.9,22,0.0,16,Clear
2026-05-29T15:00,38.9,22,0.0,30,Clear
2026-05-29T16:00,38.4,22,0.0,5,Clear
2026-05-29T17:00,38.0,23,0.0,18,Clear
2026-05-29T18:00,36.7,26,0.0,13,Clear
2026-05-29T19:00,35.0,27,0.0,2,Clear
2026-05-29T20:00,33.3,30,0.0,0,Clear
2026-05-29T21:00,32.0,34,0.0,0,Clear
2026-05-29T22:00,30.6,40,0.0,0,Clear
2026-05-29T23:00,29.2,52,0.0,0,Clear
2026-05-30T00:00,27.6,65,0.0,0,Clear
2026-05-30T01:00,26.7,72,0.0,1,Clear
2026-05-30T02:00,26.2,74,0.0,3,Clear
2026-05-30T03:00,25.8,76,0.0,3,Clear
2026-05-30T04:00,25.4,78,0.0,4,Clear
2026-05-30T05:00,25.0,79,0.0,5,Clear
2026-05-30T06:00,25.2,79,0.0,2,Clear
2026-05-30T07:00,26.7,71,0.0,23,Clear
2026-05-30T08:00,28.7,60,0.0,20,Clear
2026-05-30T09:00,30.7,51,0.0,16,Clear
2026-05-30T10:00,32.3,43,0.0,8,Clear
2026-05-30T11:00,34.1,36,0.0,17,Clear
2026-05-30T12:00,34.4,37,0.0,18,Clear
2026-05-30T13:00,35.7,34,0.0,6,Clear
2026-05-30T14:00,36.7,31,0.0,4,Clear
2026-05-30T15:00,37.0,30,0.0,13,Clear
2026-05-30T16:00,36.1,30,0.0,21,Clear
2026-05-30T17:00,36.3,25,0.5,11,Light Rain
2026-05-30T18:00,35.4,31,0.0,0,Clear
2026-05-30T19:00,34.7,32,0.0,1,Clear
2026-05-30T20:00,33.9,34,0.0,0,Clear
2026-05-30T21:00,32.2,44,0.0,0,Clear
2026-05-30T22:00,31.0,49,0.0,0,Clear
2026-05-30T23:00,29.8,58,0.0,0,Clear
2026-05-31T00:00,27.8,66,0.0,0,Clear
2026-05-31T01:00,27.0,70,0.0,0,Clear
2026-05-31T02:00,26.5,72,0.0,1,Clear
2026-05-31T03:00,26.2,73,0.0,0,Clear
2026-05-31T04:00,25.8,76,0.0,3,Clear
2026-05-31T05:00,25.6,77,0.0,0,Clear
2026-05-31T06:00,26.1,75,0.0,2,Clear
2026-05-31T07:00,27.4,68,0.0,3,Clear
2026-05-31T08:00,29.5,57,0.0,9,Clear
2026-05-31T09:00,31.7,46,0.0,5,Clear
2026-05-31T10:00,33.8,38,0.0,58,Clear
2026-05-31T11:00,35.5,30,0.0,87,Cloudy
2026-05-31T12:00,34.2,32,0.0,52,Clear
2026-05-31T13:00,36.4,26,0.1,23,Clear
2026-05-31T14:00,38.0,21,0.0,55,Clear
2026-05-31T15:00,37.2,21,0.0,86,Cloudy
2026-05-31T16:00,35.7,24,0.0,96,Cloudy
2026-05-31T17:00,36.6,20,0.0,19,Clear
2026-05-31T18:00,29.4,45,0.0,76,Cloudy
2026-05-31T19:00,27.1,64,0.3,42,Light Rain
2026-05-31T20:00,29.0,52,0.1,23,Clear
2026-05-31T21:00,29.7,45,0.0,12,Clear
2026-05-31T22:00,29.8,44,0.0,12,Clear
2026-05-31T23:00,29.6,50,0.0,88,Cloudy
2026-06-01T00:00,28.8,58,0.0,80,Cloudy
2026-06-01T01:00,28.0,67,0.0,76,Cloudy
2026-06-01T02:00,27.3,71,0.0,0,Clear
2026-06-01T03:00,26.6,75,0.0,0,Clear
2026-06-01T04:00,26.0,79,0.0,1,Clear
2026-06-01T05:00,25.4,81,0.0,0,Clear
2026-06-01T06:00,25.4,82,0.0,2,Clear
2026-06-01T07:00,26.8,76,0.0,2,Clear
2026-06-01T08:00,29.2,62,0.0,0,Clear
2026-06-01T09:00,31.6,49,0.0,0,Clear
2026-06-01T10:00,33.7,41,0.0,9,Clear
2026-06-01T11:00,35.4,38,0.0,19,Clear
2026-06-01T12:00,35.9,36,0.1,30,Clear
2026-06-01T13:00,36.4,33,0.1,18,Clear
2026-06-01T14:00,36.8,30,0.0,16,Clear
2026-06-01T15:00,36.8,28,0.0,14,Clear
2026-06-01T16:00,36.5,27,0.0,12,Clear
2026-06-01T17:00,37.5,24,0.0,30,Clear
2026-06-01T18:00,36.3,24,0.0,35,Clear
2026-06-01T19:00,35.4,25,0.0,17,Clear
2026-06-01T20:00,34.4,26,0.0,13,Clear
2026-06-01T21:00,33.0,29,0.0,52,Clear
2026-06-01T22:00,30.0,44,0.0,54,Clear
2026-06-01T23:00,24.0,91,0.0,100,Cloudy
2026-06-02T00:00,25.2,92,3.7,97,Heavy Rain
2026-06-02T01:00,24.9,91,0.6,82,Light Rain
2026-06-02T02:00,24.6,80,0.0,91,Cloudy
2026-06-02T03:00,24.4,77,0.0,99,Cloudy
2026-06-02T04:00,24.3,78,0.0,41,Clear
2026-06-02T05:00,23.9,87,0.0,16,Clear
2026-06-02T06:00,24.6,76,0.0,4,Clear
2026-06-02T07:00,25.6,73,0.0,0,Clear
2026-06-02T08:00,27.3,67,0.0,0,Clear
2026-06-02T09:00,29.1,60,0.0,0,Clear
2026-06-02T10:00,31.2,52,0.0,0,Clear
2026-06-02T11:00,33.3,37,0.1,27,Clear
2026-06-02T12:00,33.6,32,1.2,10,Heavy Rain
2026-06-02T13:00,34.3,30,0.2,7,Light Rain
2026-06-02T14:00,35.1,28,0.0,5,Clear
2026-06-02T15:00,35.4,27,0.0,20,Clear
2026-06-02T16:00,34.9,28,0.0,26,Clear
2026-06-02T17:00,35.3,24,0.0,27,Clear
2026-06-02T18:00,33.5,31,0.0,10,Clear
2026-06-02T19:00,31.6,36,0.0,27,Clear
2026-06-02T20:00,30.7,41,0.0,34,Clear
2026-06-02T21:00,29.7,50,0.0,41,Clear
2026-06-02T22:00,28.9,58,0.0,13,Clear
2026-06-02T23:00,27.8,62,0.0,10,Clear
2026-06-03T00:00,27.4,62,0.0,10,Clear
2026-06-03T01:00,27.1,63,0.0,1,Clear
2026-06-03T02:00,26.8,65,0.0,5,Clear
2026-06-03T03:00,26.4,68,0.0,1,Clear
2026-06-03T04:00,26.0,70,0.0,3,Clear
2026-06-03T05:00,25.4,75,0.0,5,Clear
2026-06-03T06:00,25.3,79,0.0,12,Clear
2026-06-03T07:00,26.5,74,0.0,1,Clear
2026-06-03T08:00,28.4,64,0.0,2,Clear
2026-06-03T09:00,30.6,53,0.0,0,Clear
2026-06-03T10:00,32.6,44,0.0,2,Clear
2026-06-03T11:00,34.0,37,0.0,16,Clear
2026-06-03T12:00,34.8,33,0.1,19,Clear
2026-06-03T13:00,35.8,31,0.0,30,Clear
2026-06-03T14:00,35.8,31,0.0,9,Clear
2026-06-03T15:00,35.7,30,0.0,2,Clear
2026-06-03T16:00,35.5,29,0.0,4,Clear
2026-06-03T17:00,36.1,24,0.0,6,Clear
2026-06-03T18:00,35.2,24,0.0,5,Clear
2026-06-03T19:00,34.0,25,0.0,6,Clear
2026-06-03T20:00,33.2,26,0.0,5,Clear
2026-06-03T21:00,31.3,41,0.0,3,Clear
2026-06-03T22:00,30.3,48,0.0,7,Clear
2026-06-03T23:00,29.0,58,0.0,1,Clear
2026-06-04T00:00,27.9,65,0.0,6,Clear
2026-06-04T01:00,26.9,70,0.0,4,Clear
2026-06-04T02:00,26.2,72,0.0,1,Clear
2026-06-04T03:00,25.8,73,0.0,0,Clear
2026-06-04T04:00,25.6,75,0.0,0,Clear
2026-06-04T05:00,25.3,77,0.0,0,Clear
2026-06-04T06:00,25.6,76,0.0,0,Clear
2026-06-04T07:00,26.9,70,0.0,1,Clear
2026-06-04T08:00,28.9,60,0.0,1,Clear
2026-06-04T09:00,31.2,50,0.0,0,Clear
2026-06-04T10:00,33.3,41,0.0,5,Clear
2026-06-04T11:00,34.4,37,0.0,9,Clear
2026-06-04T12:00,35.6,34,0.0,15,Clear
2026-06-04T13:00,36.6,32,0.0,9,Clear
2026-06-04T14:00,37.3,29,0.0,18,Clear
2026-06-04T15:00,37.9,27,0.0,20,Clear
2026-06-04T16:00,37.8,25,0.0,26,Clear
2026-06-04T17:00,37.6,23,0.0,19,Clear
2026-06-04T18:00,36.9,23,0.0,41,Clear
2026-06-04T19:00,35.4,25,0.0,20,Clear
2026-06-04T20:00,34.4,25,0.0,56,Clear
2026-06-04T21:00,32.7,40,0.0,11,Clear
2026-06-04T22:00,31.0,49,0.0,4,Clear
2026-06-04T23:00,29.7,57,0.0,2,Clear
2026-06-05T00:00,28.5,62,0.0,0,Clear
2026-06-05T01:00,27.5,67,0.1,30,Clear
2026-06-05T02:00,27.4,68,0.0,2,Clear
2026-06-05T03:00,27.1,69,0.0,1,Clear
2026-06-05T04:00,26.9,71,0.0,2,Clear
2026-06-05T05:00,25.7,79,0.0,1,Clear
2026-06-05T06:00,25.8,79,0.0,1,Clear
2026-06-05T07:00,27.0,73,0.0,6,Clear
2026-06-05T08:00,28.9,64,0.0,6,Clear
2026-06-05T09:00,30.9,55,0.0,2,Clear
2026-06-05T10:00,33.0,45,0.0,13,Clear
2026-06-05T11:00,34.6,39,0.0,19,Clear
2026-06-05T12:00,35.3,37,0.0,29,Clear
2026-06-05T13:00,35.5,35,0.0,22,Clear
2026-06-05T14:00,36.1,32,0.0,21,Clear
2026-06-05T15:00,37.1,28,0.0,21,Clear
2026-06-05T16:00,36.8,28,0.0,28,Clear
2026-06-05T17:00,37.1,26,0.0,27,Clear
2026-06-05T18:00,36.3,24,0.0,13,Clear
2026-06-05T19:00,34.7,27,0.0,20,Clear
2026-06-05T20:00,33.7,31,0.0,43,Clear
2026-06-05T21:00,32.5,42,0.0,2,Clear
2026-06-05T22:00,30.9,53,0.0,6,Clear
2026-06-05T23:00,29.4,60,0.0,5,Clear
2026-06-06T00:00,28.7,64,0.0,2,Clear
2026-06-06T01:00,27.9,67,0.0,0,Clear
2026-06-06T02:00,27.2,70,0.0,0,Clear
2026-06-06T03:00,26.8,71,0.0,0,Clear
2026-06-06T04:00,26.5,72,0.0,0,Clear
2026-06-06T05:00,26.0,76,0.0,3,Clear
2026-06-06T06:00,26.2,76,0.0,3,Clear
2026-06-06T07:00,27.4,71,0.0,2,Clear
2026-06-06T08:00,29.4,60,0.0,0,Clear
2026-06-06T09:00,31.6,50,0.0,1,Clear
2026-06-06T10:00,33.7,42,0.0,13,Clear
2026-06-06T11:00,35.1,36,0.0,22,Clear
2026-06-06T12:00,36.3,31,0.0,13,Clear
2026-06-06T13:00,37.4,27,0.0,18,Clear
2026-06-06T14:00,38.2,24,0.0,20,Clear
2026-06-06T15:00,38.3,23,0.0,16,Clear
2026-06-06T16:00,38.0,21,0.0,29,Clear
2026-06-06T17:00,37.8,21,0.0,33,Clear
2026-06-06T18:00,36.8,22,0.0,28,Clear
2026-06-06T19:00,35.6,24,0.1,48,Clear
2026-06-06T20:00,33.1,33,0.2,78,Light Rain
2026-06-06T21:00,32.2,39,0.0,73,Cloudy
2026-06-06T22:00,31.3,46,0.0,67,Clear
2026-06-06T23:00,29.9,56,0.0,35,Clear
2026-06-07T00:00,28.9,61,0.0,30,Clear
2026-06-07T01:00,28.1,63,0.0,45,Clear
2026-06-07T02:00,27.3,65,0.0,24,Clear
2026-06-07T03:00,26.7,68,0.0,4,Clear
2026-06-07T04:00,26.4,70,0.0,1,Clear
2026-06-07T05:00,26.4,76,0.0,16,Clear
2026-06-07T06:00,26.3,76,0.0,9,Clear
2026-06-07T07:00,27.5,70,0.0,9,Clear
2026-06-07T08:00,29.4,60,0.0,5,Clear
2026-06-07T09:00,31.3,51,0.0,9,Clear
2026-06-07T10:00,33.5,41,0.0,7,Clear
2026-06-07T11:00,35.2,36,0.0,16,Clear
2026-06-07T12:00,36.0,33,0.0,13,Clear
2026-06-07T13:00,37.0,30,0.0,71,Cloudy
2026-06-07T14:00,37.4,27,0.0,46,Clear
2026-06-07T15:00,37.4,25,0.0,80,Cloudy
2026-06-07T16:00,37.3,25,0.0,95,Cloudy
2026-06-07T17:00,37.3,22,0.0,56,Clear
2026-06-07T18:00,36.0,23,0.0,88,Cloudy
2026-06-07T19:00,34.8,26,0.0,99,Cloudy
2026-06-07T20:00,33.0,38,0.0,99,Cloudy
2026-06-07T21:00,32.1,43,0.0,70,Clear
2026-06-07T22:00,31.0,48,0.0,18,Clear
2026-06-07T23:00,30.2,52,0.0,38,Clear
2026-06-08T00:00,28.9,60,0.0,17,Clear
2026-06-08T01:00,28.0,64,0.0,16,Clear
2026-06-08T02:00,27.4,65,0.0,15,Clear
2026-06-08T03:00,26.7,67,0.0,19,Clear
2026-06-08T04:00,26.0,73,0.0,5,Clear
2026-06-08T05:00,26.4,78,0.0,13,Clear
2026-06-08T06:00,26.7,79,0.0,39,Clear
2026-06-08T07:00,27.9,72,0.0,13,Clear
2026-06-08T08:00,29.6,59,0.0,33,Clear
2026-06-08T09:00,31.6,48,0.0,14,Clear
2026-06-08T10:00,33.5,41,0.0,1,Clear
2026-06-08T11:00,35.1,38,0.0,10,Clear
2026-06-08T12:00,35.9,34,0.0,18,Clear
2026-06-08T13:00,36.8,30,0.0,16,Clear
2026-06-08T14:00,37.2,28,0.0,43,Clear
2026-06-08T15:00,37.2,27,0.0,34,Clear
2026-06-08T16:00,37.0,26,0.0,43,Clear
2026-06-08T17:00,37.3,23,0.0,97,Cloudy
2026-06-08T18:00,36.3,24,0.0,98,Cloudy
2026-06-08T19:00,33.8,30,0.0,95,Cloudy
2026-06-08T20:00,31.7,39,0.0,82,Cloudy
2026-06-08T21:00,30.6,44,0.0,48,Clear
2026-06-08T22:00,29.8,47,0.0,19,Clear
2026-06-08T23:00,28.9,55,0.0,63,Clear
2026-06-09T00:00,27.8,64,0.0,34,Clear
2026-06-09T01:00,27.0,69,0.0,10,Clear
2026-06-09T02:00,26.6,70,0.0,20,Clear
2026-06-09T03:00,26.1,72,0.0,6,Clear
2026-06-09T04:00,25.7,76,0.0,5,Clear
2026-06-09T05:00,25.5,81,0.0,12,Clear
2026-06-09T06:00,25.7,81,0.0,16,Clear
2026-06-09T07:00,26.9,74,0.0,27,Clear
2026-06-09T08:00,28.6,65,0.0,5,Clear
2026-06-09T09:00,30.7,55,0.0,0,Clear
2026-06-09T10:00,32.8,46,0.0,3,Clear
2026-06-09T11:00,34.9,35,0.0,30,Clear
2026-06-09T12:00,36.0,29,0.0,41,Clear
2026-06-09T13:00,36.8,25,0.0,73,Cloudy
2026-06-09T14:00,37.1,24,0.0,91,Cloudy
2026-06-09T15:00,37.1,23,0.0,98,Cloudy
2026-06-09T16:00,36.5,24,0.0,99,Cloudy
2026-06-09T17:00,37.1,17,0.0,54,Clear
2026-06-09T18:00,35.6,20,0.0,91,Cloudy
2026-06-09T19:00,34.1,29,0.0,61,Clear
2026-06-09T20:00,31.9,41,0.0,37,Clear
2026-06-09T21:00,30.5,50,0.0,16,Clear
2026-06-09T22:00,29.4,56,0.0,5,Clear
2026-06-09T23:00,28.4,65,0.0,89,Cloudy
2026-06-10T00:00,27.5,70,0.0,95,Cloudy
2026-06-10T01:00,26.7,75,0.0,98,Cloudy
2026-06-10T02:00,26.1,78,0.0,93,Cloudy
2026-06-10T03:00,25.6,80,0.0,78,Cloudy
2026-06-10T04:00,25.3,81,0.0,86,Cloudy
2026-06-10T05:00,25.3,81,0.0,14,Clear
2026-06-10T06:00,25.4,80,0.0,13,Clear
2026-06-10T07:00,26.6,72,0.0,3,Clear
2026-06-10T08:00,28.5,61,0.0,2,Clear
2026-06-10T09:00,30.7,51,0.0,44,Clear
2026-06-10T10:00,32.8,45,0.0,77,Cloudy
2026-06-10T11:00,34.7,37,0.0,94,Cloudy
2026-06-10T12:00,35.5,33,0.0,59,Clear
2026-06-10T13:00,36.6,30,0.0,56,Clear
2026-06-10T14:00,37.2,27,0.0,77,Cloudy
2026-06-10T15:00,37.0,27,0.0,98,Cloudy
2026-06-10T16:00,36.4,27,0.0,99,Cloudy
2026-06-10T17:00,36.7,24,0.0,100,Cloudy
2026-06-10T18:00,35.2,26,0.0,100,Cloudy
2026-06-10T19:00,33.4,34,0.0,100,Cloudy
2026-06-10T20:00,32.2,42,0.0,88,Cloudy
2026-06-10T21:00,31.2,46,0.0,38,Clear
2026-06-10T22:00,29.8,53,0.0,1,Clear
2026-06-10T23:00,28.3,63,0.0,11,Clear
2026-06-11T00:00,27.5,69,0.0,6,Clear
2026-06-11T01:00,26.9,73,0.0,10,Clear
2026-06-11T02:00,26.3,75,0.0,5,Clear
2026-06-11T03:00,25.8,78,0.0,5,Clear
2026-06-11T04:00,25.5,80,0.0,13,Clear
2026-06-11T05:00,25.5,82,0.0,52,Clear
2026-06-11T06:00,25.8,81,0.0,36,Clear
2026-06-11T07:00,27.2,73,0.0,30,Clear
2026-06-11T08:00,29.0,65,0.0,5,Clear
2026-06-11T09:00,31.1,56,0.0,56,Clear
2026-06-11T10:00,33.3,46,0.0,89,Cloudy
2026-06-11T11:00,35.2,37,0.0,38,Clear
2026-06-11T12:00,36.7,32,0.0,27,Clear
2026-06-11T13:00,37.8,28,0.0,7,Clear
2026-06-11T14:00,38.5,26,0.0,1,Clear
2026-06-11T15:00,38.6,27,0.0,20,Clear
2026-06-11T16:00,37.9,27,0.0,34,Clear
2026-06-11T17:00,38.1,24,0.0,65,Clear
2026-06-11T18:00,36.5,26,0.0,13,Clear
2026-06-11T19:00,35.1,28,0.0,2,Clear
2026-06-11T20:00,33.2,41,0.0,85,Cloudy
2026-06-11T21:00,31.5,49,0.0,84,Cloudy
2026-06-11T22:00,30.2,54,0.0,73,Cloudy
2026-06-11T23:00,29.0,59,0.0,58,Clear
2026-06-12T00:00,27.9,65,0.0,24,Clear
2026-06-12T01:00,27.1,70,0.0,45,Clear
2026-06-12T02:00,26.3,73,0.0,81,Cloudy
2026-06-12T03:00,25.8,74,0.0,87,Cloudy
2026-06-12T04:00,25.4,76,0.0,25,Clear
2026-06-12T05:00,25.5,78,0.0,2,Clear
2026-06-12T06:00,25.8,78,0.0,7,Clear
2026-06-12T07:00,27.0,73,0.0,3,Clear
2026-06-12T08:00,28.9,64,0.0,0,Clear
2026-06-12T09:00,31.1,53,0.0,0,Clear
2026-06-12T10:00,33.4,43,0.0,0,Clear
2026-06-12T11:00,35.3,37,0.0,0,Clear
2026-06-12T12:00,36.7,32,0.0,9,Clear
2026-06-12T13:00,37.4,30,0.0,12,Clear
2026-06-12T14:00,37.9,28,0.0,31,Clear
2026-06-12T15:00,38.0,27,0.0,42,Clear
2026-06-12T16:00,36.1,28,0.6,71,Light Rain
2026-06-12T17:00,35.7,26,0.4,44,Light Rain
2026-06-12T18:00,35.2,30,0.0,73,Cloudy
2026-06-12T19:00,33.9,35,0.0,22,Clear
2026-06-12T20:00,32.9,43,0.0,4,Clear
2026-06-12T21:00,31.3,50,0.0,22,Clear
2026-06-12T22:00,30.1,56,0.0,31,Clear
2026-06-12T23:00,28.5,63,0.0,2,Clear
2026-06-13T00:00,27.5,69,0.0,10,Clear
2026-06-13T01:00,26.7,73,0.0,13,Clear
2026-06-13T02:00,26.2,76,0.0,5,Clear
2026-06-13T03:00,25.6,79,0.0,3,Clear
2026-06-13T04:00,25.3,81,0.0,22,Clear
2026-06-13T05:00,25.4,82,0.0,93,Cloudy
2026-06-13T06:00,25.6,81,0.0,51,Clear
2026-06-13T07:00,26.8,74,0.0,27,Clear
2026-06-13T08:00,28.6,64,0.0,10,Clear
2026-06-13T09:00,30.8,54,0.0,20,Clear
2026-06-13T10:00,32.7,46,0.0,54,Clear
2026-06-13T11:00,34.3,38,0.0,42,Clear
2026-06-13T12:00,35.2,37,0.4,39,Light Rain
2026-06-13T13:00,36.2,33,0.0,23,Clear
2026-06-13T14:00,36.9,29,0.0,13,Clear
2026-06-13T15:00,37.1,24,0.0,66,Clear
2026-06-13T16:00,37.0,24,0.0,64,Clear
2026-06-13T17:00,36.0,24,0.0,32,Clear
2026-06-13T18:00,35.5,24,0.0,22,Clear
2026-06-13T19:00,33.7,31,0.0,12,Clear
2026-06-13T20:00,31.2,46,0.0,10,Clear
2026-06-13T21:00,30.1,51,0.0,11,Clear
2026-06-13T22:00,29.0,55,0.0,11,Clear
2026-06-13T23:00,27.5,64,0.0,14,Clear
2026-06-14T00:00,26.9,69,0.0,16,Clear
2026-06-14T01:00,26.5,72,0.0,0,Clear
2026-06-14T02:00,26.0,76,0.0,9,Clear
2026-06-14T03:00,26.0,77,0.0,15,Clear
2026-06-14T04:00,25.7,78,0.0,47,Clear
2026-06-14T05:00,25.5,81,0.0,54,Clear
2026-06-14T06:00,25.8,79,0.0,63,Clear
2026-06-14T07:00,27.0,73,0.0,22,Clear
2026-06-14T08:00,28.7,64,0.0,8,Clear
2026-06-14T09:00,30.7,53,0.0,17,Clear
2026-06-14T10:00,32.5,45,0.0,20,Clear
2026-06-14T11:00,34.0,38,0.0,23,Clear
2026-06-14T12:00,34.9,33,0.0,22,Clear
2026-06-14T13:00,36.0,28,0.0,23,Clear
2026-06-14T14:00,36.6,23,0.0,15,Clear
2026-06-14T15:00,37.1,20,0.0,21,Clear
2026-06-14T16:00,36.4,21,0.0,23,Clear
2026-06-14T17:00,36.2,21,0.0,27,Clear
2026-06-14T18:00,34.5,25,0.0,23,Clear
2026-06-14T19:00,32.7,32,0.0,9,Clear
2026-06-14T20:00,31.0,42,0.0,9,Clear
2026-06-14T21:00,29.6,48,0.0,5,Clear
2026-06-14T22:00,28.5,53,0.0,2,Clear
2026-06-14T23:00,27.3,58,0.0,1,Clear
2026-06-15T00:00,26.6,64,0.0,2,Clear
2026-06-15T01:00,26.0,69,0.0,1,Clear
2026-06-15T02:00,25.6,73,0.0,1,Clear
2026-06-15T03:00,25.3,76,0.0,29,Clear
2026-06-15T04:00,25.3,77,0.0,3,Clear
2026-06-15T05:00,25.3,78,0.0,10,Clear
2026-06-15T06:00,25.3,79,0.0,30,Clear
2026-06-15T07:00,26.5,72,0.0,30,Clear
2026-06-15T08:00,28.1,64,0.0,6,Clear
2026-06-15T09:00,30.2,53,0.0,5,Clear
2026-06-15T10:00,32.2,44,0.0,3,Clear
2026-06-15T11:00,33.7,35,0.0,16,Clear
2026-06-15T12:00,34.5,33,0.1,19,Clear
2026-06-15T13:00,35.5,29,0.0,27,Clear
2026-06-15T14:00,35.7,28,0.0,73,Cloudy
2026-06-15T15:00,35.9,26,0.0,89,Cloudy
2026-06-15T16:00,35.7,26,0.0,73,Cloudy
2026-06-15T17:00,36.2,19,0.0,98,Cloudy
2026-06-15T18:00,34.7,22,0.0,81,Cloudy
2026-06-15T19:00,33.2,28,0.0,80,Cloudy
2026-06-15T20:00,31.6,37,0.0,41,Clear
2026-06-15T21:00,30.1,42,0.0,88,Cloudy
2026-06-15T22:00,29.0,50,0.0,5,Clear
2026-06-15T23:00,27.9,57,0.0,4,Clear
2026-06-16T00:00,27.0,63,0.0,2,Clear
2026-06-16T01:00,26.2,72,0.0,6,Clear
2026-06-16T02:00,25.7,74,0.0,2,Clear
2026-06-16T03:00,25.3,74,0.0,3,Clear
2026-06-16T04:00,25.0,75,0.0,2,Clear
2026-06-16T05:00,24.7,79,0.0,14,Clear
2026-06-16T06:00,25.0,79,0.0,6,Clear
2026-06-16T07:00,26.3,71,0.0,5,Clear
2026-06-16T08:00,28.4,57,0.0,1,Clear
2026-06-16T09:00,30.8,44,0.0,0,Clear
2026-06-16T10:00,32.7,36,0.0,0,Clear
2026-06-16T11:00,34.2,34,0.0,3,Clear
2026-06-16T12:00,35.5,28,0.0,3,Clear
2026-06-16T13:00,36.3,25,0.0,9,Clear
2026-06-16T14:00,37.0,22,0.0,38,Clear
2026-06-16T15:00,36.7,21,0.0,62,Clear
2026-06-16T16:00,36.5,20,0.0,67,Clear
2026-06-16T17:00,36.1,20,0.1,72,Cloudy
2026-06-16T18:00,34.7,24,0.0,47,Clear
2026-06-16T19:00,33.3,31,0.0,23,Clear
2026-06-16T20:00,32.8,32,0.0,42,Clear
2026-06-16T21:00,31.3,42,0.0,16,Clear
2026-06-16T22:00,30.0,50,0.0,34,Clear
2026-06-16T23:00,29.1,56,0.0,17,Clear
2026-06-17T00:00,28.0,62,0.0,7,Clear
2026-06-17T01:00,27.2,66,0.0,11,Clear
2026-06-17T02:00,26.6,69,0.0,21,Clear
2026-06-17T03:00,26.1,73,0.0,27,Clear
2026-06-17T04:00,25.6,76,0.0,34,Clear
2026-06-17T05:00,25.3,78,0.0,81,Cloudy
2026-06-17T06:00,25.5,78,0.0,48,Clear
