Date,City,Temperature,Humidity,Rainfall,WindSpeed
2025-01-26,Bangalore,23.5,35,0.0,18.0
2025-01-26,Kolkata,22.5,46,0.8,7.0
2025-01-27,Delhi,16.1,51,0.0,18.1
2025-01-27,Mumbai,26.1,64,0.0,21.3
2025-01-27,Bangalore,21.1,55,0.0,12.0
2025-01-27,Kolkata,20.4,59,0.0,21.1
2025-01-28,Delhi,11.6,43,0.0,16.4
2025-01-28,Mumbai,26.6,38,0.0,12.4
2025-01-28,Bangalore,23.1,64,0.0,16.2
2025-01-28,Kolkata,26.1,57,0.0,20.1
2025-01-29,Delhi,18.1,64,0.0,14.9
2025-01-29,Mumbai,22.7,53,35.4,12.8
2025-01-29,Bangalore,20.8,41,0.0,24.1
2025-01-29,Kolkata,24.3,60,0.0,17.6
2025-01-30,Delhi,12.6,59,0.0,16.1
2025-01-30,Mumbai,28.5,50,0.0,20.8
2025-01-30,Bangalore,24.4,41,0.0,24.9
2025-01-30,Kolkata,26.6,63,0.0,12.0
2025-01-31,Delhi,11.3,44,0.0,21.7
2025-01-31,Mumbai,27.5,48,0.0,19.0
2025-01-31,Bangalore,27.4,60,0.0,7.9
2025-01-31,Kolkata,22.1,42,0.0,12.5
2025-02-01,Delhi,31.3,46,0.0,24.7
2025-02-01,Mumbai,27.4,58,0.0,20.5
2025-02-01,Bangalore,27.8,65,0.0,11.6
2025-02-01,Kolkata,26.3,57,1.0,14.4
2025-02-02,Delhi,25.1,48,0.0,19.9
2025-02-02,Mumbai,26.1,64,0.0,12.5
2025-02-02,Bangalore,31.8,45,0.0,13.7
2025-02-02,Kolkata,32.8,52,0.0,5.9
2025-02-03,Delhi,28.7,50,0.0,23.4
2025-02-03,Mumbai,30.3,64,0.0,15.5
2025-02-03,Bangalore,30.3,40,0.0,17.6
2025-02-03,Kolkata,32.1,64,0.0,23.3
2025-02-04,Delhi,24.5,45,0.0,14.1
2025-02-04,Mumbai,26.5,67,0.0,17.9
2025-02-04,Bangalore,26.1,67,0.0,6.6
2025-02-04,Kolkata,32.9,61,0.0,5.6
2025-02-05,Delhi,27.7,52,0.0,18.7
2025-02-05,Mumbai,32.2,68,0.0,23.8
2025-02-05,Bangalore,29.2,64,0.0,13.4
2025-02-05,Kolkata,31.8,52,0.0,8.3
2025-02-06,Delhi,31.0,57,0.0,24.7
2025-02-06,Mumbai,29.3,64,0.0,24.4
2025-02-06,Bangalore,31.5,41,0.0,5.7
2025-02-06,Kolkata,24.1,62,0.0,22.3
2025-02-07,Delhi,33.0,45,0.0,23.3
2025-02-07,Mumbai,30.5,49,0.0,22.0
2025-02-07,Bangalore,28.1,53,0.0,10.0
2025-02-07,Kolkata,25.9,40,0.0,18.4
2025-02-08,Delhi,27.2,47,0.0,5.4
2025-02-08,Mumbai,28.3,42,0.0,15.4
2025-02-08,Bangalore,29.0,44,0.0,6.8
2025-02-08,Kolkata,29.3,54,0.0,13.4
2025-02-09,Delhi,29.8,50,0.0,9.3
2025-02-09,Mumbai,24.1,45,0.0,17.2
2025-02-09,Bangalore,29.0,58,0.0,23.1
2025-02-09,Kolkata,28.6,63,0.0,23.2
2025-02-10,Delhi,28.7,56,0.0,24.0
2025-02-10,Mumbai,32.3,49,0.7,20.4
2025-02-10,Bangalore,29.6,41,0.0,11.6
2025-02-10,Kolkata,26.2,58,0.0,15.7
2025-02-11,Delhi,29.3,50,0.0,7.8
2025-02-11,Mumbai,25.6,63,0.0,13.2
2025-02-11,Bangalore,28.6,57,0.0,17.0
2025-02-11,Kolkata,31.4,57,0.0,10.6
2025-02-12,Delhi,24.8,40,0.0,15.7
2025-02-12,Mumbai,32.0,56,0.0,15.1
2025-02-12,Bangalore,24.4,64,0.0,14.6
2025-02-12,Kolkata,28.6,50,2.6,23.4
2025-02-13,Delhi,31.3,56,0.0,16.9
2025-02-13,Mumbai,28.8,63,0.0,14.7
2025-02-13,Bangalore,27.3,63,1.3,19.4
2025-02-13,Kolkata,25.2,42,0.0,22.9
2025-02-14,Delhi,28.8,52,0.0,22.3
2025-02-14,Mumbai,27.6,64,0.0,19.7
2025-02-14,Bangalore,29.1,56,0.0,9.2
2025-02-14,Kolkata,25.1,56,0.0,11.9
2025-02-15,Delhi,27.2,48,6.2,15.0
2025-02-15,Mumbai,29.3,47,0.0,16.7
2025-02-15,Bangalore,27.4,44,0.0,12.3
2025-02-15,Kolkata,29.1,63,0.0,15.0
2025-02-16,Delhi,32.4,60,0.0,7.0
2025-02-16,Mumbai,26.2,43,24.6,22.0
2025-02-16,Bangalore,24.5,48,0.0,6.6
2025-02-16,Kolkata,27.7,43,0.0,24.9
2025-02-17,Delhi,29.2,50,0.0,22.3
2025-02-17,Mumbai,26.3,63,0.0,19.5
2025-02-17,Bangalore,30.5,50,0.0,16.4
2025-02-17,Kolkata,30.9,45,0.0,24.4
2025-02-18,Delhi,25.8,59,0.0,9.8
2025-02-18,Mumbai,29.5,45,0.0,16.6
2025-02-18,Bangalore,28.3,50,0.0,16.9
2025-02-18,Kolkata,28.1,44,0.0,6.3
2025-02-19,Delhi,26.9,41,0.0,6.8
2025-02-19,Mumbai,24.0,48,0.0,16.9
2025-02-19,Bangalore,27.7,69,0.0,7.1
2025-02-19,Kolkata,30.7,57,0.0,7.5
2025-02-20,Delhi,32.4,51,0.0,12.6
2025-02-20,Mumbai,30.5,67,0.0,21.8
2025-02-20,Bangalore,31.2,53,0.0,21.0
2025-02-20,Kolkata,25.7,58,0.0,18.3
2025-02-21,Delhi,27.2,52,0.0,16.8
2025-02-21,Mumbai,28.1,47,0.0,12.5
2025-02-21,Bangalore,26.7,62,0.0,13.8
2025-02-21,Kolkata,27.2,54,0.0,12.7
2025-02-22,Delhi,32.2,58,0.0,15.9
2025-02-22,Mumbai,27.0,58,0.0,11.7
2025-02-22,Bangalore,31.1,68,0.0,14.9
2025-02-22,Kolkata,29.2,68,0.0,8.0
2025-02-23,Delhi,26.2,62,0.0,7.9
2025-02-23,Mumbai,30.4,44,0.0,22.5
2025-02-23,Bangalore,31.4,54,0.0,21.9
2025-02-23,Kolkata,27.6,68,0.0,15.8
2025-02-24,Delhi,27.7,52,0.0,19.4
2025-02-24,Mumbai,30.2,43,0.0,19.3
2025-02-24,Bangalore,31.4,69,0.0,23.2
2025-02-24,Kolkata,27.6,54,0.0,10.8
2025-02-25,Delhi,32.2,47,0.0,15.1
2025-02-25,Mumbai,24.2,67,0.0,16.9
2025-02-25,Bangalore,32.3,44,0.0,23.4
2025-02-25,Kolkata,25.4,67,0.6,12.5
2025-02-26,Delhi,24.9,48,0.0,23.5
2025-02-26,Mumbai,25.0,60,0.0,8.3
2025-02-26,Bangalore,31.5,40,0.0,22.4
2025-02-26,Kolkata,29.3,60,0.0,12.6
2025-02-27,Delhi,25.9,64,0.0,5.1
2025-02-27,Mumbai,27.6,64,0.0,22.3
2025-02-27,Bangalore,28.2,66,0.0,19.8
2025-02-27,Kolkata,26.0,51,0.0,23.3
2025-02-28,Delhi,29.2,59,0.0,13.4
2025-02-28,Mumbai,27.3,50,16.3,17.6
2025-02-28,Bangalore,25.6,59,0.0,14.2
2025-02-28,Kolkata,31.7,68,0.0,8.7
2025-03-01,Delhi,26.8,69,0.0,20.0
2025-03-01,Mumbai,32.1,69,9.6,8.8
2025-03-01,Bangalore,29.1,57,0.0,10.9
2025-03-01,Kolkata,28.7,61,0.0,13.8
2025-03-02,Delhi,29.0,43,0.0,8.6
2025-03-02,Mumbai,32.5,49,0.0,10.4
2025-03-02,Bangalore,27.7,62,0.0,24.6
2025-03-02,Kolkata,31.8,47,0.0,5.5
2025-03-03,Delhi,26.1,66,0.0,15.1
2025-03-03,Mumbai,27.1,44,0.0,8.6
2025-03-03,Bangalore,26.1,41,0.0,21.1
2025-03-03,Kolkata,29.4,53,0.0,21.6
2025-03-04,Delhi,30.0,60,0.0,13.1
2025-03-04,Mumbai,24.8,49,0.0,6.7
2025-03-04,Bangalore,24.2,68,0.0,22.5
2025-03-04,Kolkata,30.3,40,0.0,21.3
2025-03-05,Delhi,26.3,41,14.2,12.3
2025-03-05,Mumbai,27.1,69,0.0,12.3
2025-03-05,Bangalore,26.0,65,0.0,20.3
2025-03-05,Kolkata,31.8,63,0.0,24.7
2025-03-06,Delhi,25.6,57,0.0,5.4
2025-03-06,Mumbai,28.9,52,0.0,13.1
2025-03-06,Bangalore,29.8,53,0.0,24.7
2025-03-06,Kolkata,25.5,62,0.0,18.7
2025-03-07,Delhi,28.8,49,0.0,16.5
2025-03-07,Mumbai,29.0,64,0.0,14.9
2025-03-07,Bangalore,25.0,61,0.0,7.7
2025-03-07,Kolkata,31.9,47,0.0,10.0
2025-03-08,Delhi,28.4,49,0.0,23.3
2025-03-08,Mumbai,27.4,65,0.0,13.4
2025-03-08,Bangalore,32.6,40,0.0,6.7
2025-03-08,Kolkata,26.2,60,0.0,21.7
2025-03-09,Delhi,32.2,66,0.0,10.9
2025-03-09,Mumbai,28.3,54,0.0,24.1
2025-03-09,Bangalore,28.4,65,0.0,5.6
2025-03-09,Kolkata,29.4,50,0.0,21.9
2025-03-10,Delhi,25.4,48,0.0,20.4
2025-03-10,Mumbai,24.7,56,0.0,13.3
2025-03-10,Bangalore,29.4,64,0.0,9.9
2025-03-10,Kolkata,31.2,51,0.9,24.4
2025-03-11,Delhi,26.8,66,0.0,23.3
2025-03-11,Mumbai,32.6,62,47.6,15.4
2025-03-11,Bangalore,30.8,60,0.0,20.2
2025-03-11,Kolkata,29.7,47,0.0,10.0
2025-03-12,Delhi,26.0,65,0.0,6.0
2025-03-12,Mumbai,24.4,55,0.0,23.5
2025-03-12,Bangalore,29.1,65,0.0,11.3
2025-03-12,Kolkata,30.6,58,0.0,23.5
2025-03-13,Delhi,32.5,57,4.9,19.9
2025-03-13,Mumbai,28.7,46,0.0,5.7
2025-03-13,Bangalore,26.1,67,0.0,14.6
2025-03-13,Kolkata,28.8,65,3.0,19.5
2025-03-14,Delhi,28.9,68,0.0,18.2
2025-03-14,Mumbai,28.7,52,0.0,17.3
2025-03-14,Bangalore,24.2,49,1.6,24.8
2025-03-14,Kolkata,27.5,42,0.4,6.4
2025-03-15,Delhi,24.8,69,0.0,14.6
2025-03-15,Mumbai,31.9,54,6.2,13.0
2025-03-15,Bangalore,28.7,40,0.0,9.8
2025-03-15,Kolkata,27.2,69,0.0,22.1
2025-03-16,Delhi,29.3,55,0.0,5.4
2025-03-16,Mumbai,27.8,56,0.0,12.8
2025-03-16,Bangalore,32.6,44,4.3,20.7
2025-03-16,Kolkata,31.9,53,0.0,17.0
2025-03-17,Delhi,32.9,46,0.0,24.8
2025-03-17,Mumbai,32.5,61,0.0,17.2
2025-03-17,Bangalore,26.1,41,25.2,12.7
2025-03-17,Kolkata,31.4,44,0.0,6.2
2025-03-18,Delhi,32.0,42,0.0,16.9
2025-03-18,Mumbai,26.3,42,0.0,20.2
2025-03-18,Bangalore,25.4,42,0.0,9.5
2025-03-18,Kolkata,28.8,48,0.0,22.9
2025-03-19,Delhi,28.1,63,0.0,10.3
2025-03-19,Mumbai,32.0,64,6.0,22.0
2025-03-19,Bangalore,32.4,50,0.0,6.7
2025-03-19,Kolkata,27.4,47,6.1,18.9
2025-03-20,Delhi,32.7,55,15.2,18.7
2025-03-20,Mumbai,28.5,69,0.0,16.8
2025-03-20,Bangalore,27.1,41,0.0,15.9
2025-03-20,Kolkata,30.6,63,0.0,20.9
2025-03-21,Delhi,31.7,66,0.0,8.2
2025-03-21,Mumbai,26.1,60,0.0,18.6
2025-03-21,Bangalore,30.8,46,0.0,22.6
2025-03-21,Kolkata,28.2,62,0.0,5.1
2025-03-22,Delhi,26.1,46,0.0,8.2
2025-03-22,Mumbai,31.5,68,0.0,10.2
2025-03-22,Bangalore,24.8,66,0.0,24.6
2025-03-22,Kolkata,26.3,67,0.0,5.2
2025-03-23,Delhi,25.2,58,0.0,20.2
2025-03-23,Mumbai,32.7,67,0.0,17.7
2025-03-23,Bangalore,24.9,43,0.0,8.5
2025-03-23,Kolkata,32.5,56,0.0,20.4
2025-03-24,Delhi,28.3,61,16.4,17.4
2025-03-24,Mumbai,32.8,68,0.0,13.9
2025-03-24,Bangalore,29.3,51,3.1,5.5
2025-03-24,Kolkata,28.4,58,1.4,10.1
2025-03-25,Delhi,28.2,43,0.0,13.5
2025-03-25,Mumbai,25.5,62,0.0,21.5
2025-03-25,Bangalore,31.6,54,0.0,18.6
2025-03-25,Kolkata,26.5,56,10.5,24.3
2025-03-26,Delhi,32.2,44,0.0,17.8
2025-03-26,Mumbai,26.5,42,0.0,11.2
2025-03-26,Bangalore,30.5,41,8.4,9.3
2025-03-26,Kolkata,27.3,54,0.0,14.4
2025-03-27,Delhi,25.4,64,0.0,22.4
2025-03-27,Mumbai,30.9,53,23.9,15.6
2025-03-27,Bangalore,26.6,63,0.0,23.4
2025-03-27,Kolkata,31.2,64,0.0,5.0
2025-03-28,Delhi,29.5,59,0.0,13.6
2025-03-28,Mumbai,28.4,61,0.0,16.6
2025-03-28,Bangalore,31.2,50,0.0,24.7
2025-03-28,Kolkata,28.2,69,0.0,12.8
2025-03-29,Delhi,29.4,50,0.0,18.9
2025-03-29,Mumbai,31.0,47,0.0,19.5
2025-03-29,Bangalore,25.3,51,0.0,24.7
2025-03-29,Kolkata,28.5,61,0.0,9.2
2025-03-30,Delhi,31.0,57,0.0,11.5
2025-03-30,Mumbai,24.8,52,0.0,6.7
2025-03-30,Bangalore,27.2,46,0.0,7.7
2025-03-30,Kolkata,30.2,57,8.9,21.4
2025-03-31,Delhi,32.6,68,22.0,19.1
2025-03-31,Mumbai,24.5,48,0.0,19.2
2025-03-31,Bangalore,30.4,69,0.0,20.7
2025-03-31,Kolkata,28.4,50,0.0,22.9
2025-04-01,Delhi,31.4,65,1.4,14.6
2025-04-01,Mumbai,27.9,57,0.0,6.2
2025-04-01,Bangalore,25.4,52,0.0,17.3
2025-04-01,Kolkata,28.2,52,0.0,8.6
2025-04-02,Delhi,29.9,58,8.5,8.2
2025-04-02,Mumbai,27.0,63,0.0,24.5
2025-04-02,Bangalore,25.8,42,0.0,9.4
2025-04-02,Kolkata,25.8,46,0.0,14.3
2025-04-03,Delhi,30.5,68,0.0,21.9
2025-04-03,Mumbai,30.6,69,30.3,24.8
2025-04-03,Bangalore,29.2,43,0.0,5.6
2025-04-03,Kolkata,29.5,54,0.0,23.0
2025-04-04,Delhi,26.5,58,0.0,10.7
2025-04-04,Mumbai,27.5,57,0.0,17.6
2025-04-04,Bangalore,25.2,47,0.0,13.1
2025-04-04,Kolkata,29.7,53,0.0,24.4
2025-04-05,Delhi,31.7,52,4.2,13.7
2025-04-05,Mumbai,29.3,46,0.0,12.2
2025-04-05,Bangalore,25.5,66,0.0,11.2
2025-04-05,Kolkata,31.7,44,0.0,11.5
2025-04-06,Delhi,25.2,52,0.0,9.7
2025-04-06,Mumbai,32.0,61,0.0,8.4
2025-04-06,Bangalore,27.0,69,0.0,7.9
2025-04-06,Kolkata,29.3,51,0.0,19.1
2025-04-07,Delhi,25.5,64,0.0,17.1
2025-04-07,Mumbai,28.8,56,0.0,21.9
2025-04-07,Bangalore,29.3,54,0.0,16.2
2025-04-07,Kolkata,24.3,53,0.0,6.1
2025-04-08,Delhi,32.4,68,0.0,17.8
2025-04-08,Mumbai,25.6,66,0.0,11.3
2025-04-08,Bangalore,24.4,49,0.0,12.9
2025-04-08,Kolkata,30.2,69,0.0,24.0
2025-04-09,Delhi,31.8,63,0.0,15.3
2025-04-09,Mumbai,30.0,59,0.0,7.5
2025-04-09,Bangalore,25.3,57,0.0,9.0
2025-04-09,Kolkata,32.7,40,0.0,19.6
2025-04-10,Delhi,26.1,54,0.0,8.5
2025-04-10,Mumbai,31.5,65,4.2,12.5
2025-04-10,Bangalore,31.5,54,21.4,16.4
2025-04-10,Kolkata,30.2,40,0.0,17.0
2025-04-11,Delhi,31.4,55,0.0,18.0
2025-04-11,Mumbai,29.9,57,0.0,17.1
2025-04-11,Bangalore,31.8,64,0.0,22.4
2025-04-11,Kolkata,29.1,48,0.0,7.2
2025-04-12,Delhi,30.9,43,0.0,18.4
2025-04-12,Mumbai,30.9,48,0.0,11.3
2025-04-12,Bangalore,27.4,69,3.1,15.9
2025-04-12,Kolkata,27.3,46,0.0,16.3
2025-04-13,Delhi,28.9,40,0.0,9.8
2025-04-13,Mumbai,26.0,65,0.0,16.7
2025-04-13,Bangalore,29.8,41,0.0,14.3
2025-04-13,Kolkata,31.8,55,0.0,21.9
2025-04-14,Delhi,31.3,64,0.0,12.6
2025-04-14,Mumbai,29.2,51,0.0,14.5
2025-04-14,Bangalore,28.9,53,0.0,19.4
2025-04-14,Kolkata,24.2,62,0.0,13.6
2025-04-15,Delhi,24.6,54,0.0,9.9
2025-04-15,Mumbai,24.5,60,0.0,14.6
2025-04-15,Bangalore,25.5,43,0.0,10.1
2025-04-15,Kolkata,26.8,54,0.0,15.6
2025-04-16,Delhi,24.8,69,0.0,19.3
2025-04-16,Mumbai,27.7,64,0.0,15.4
2025-04-16,Bangalore,31.7,46,0.0,15.5
2025-04-16,Kolkata,25.0,49,0.0,8.7
2025-04-17,Delhi,27.8,61,0.0,21.1
2025-04-17,Mumbai,24.4,49,15.2,7.2
2025-04-17,Bangalore,28.6,67,0.0,9.6
2025-04-17,Kolkata,29.5,65,0.0,12.2
2025-04-18,Delhi,30.9,56,0.0,9.7
2025-04-18,Mumbai,26.5,58,0.0,22.0
2025-04-18,Bangalore,31.3,58,0.0,17.5
2025-04-18,Kolkata,29.3,54,0.0,9.7
2025-04-19,Delhi,28.3,60,8.2,6.9
2025-04-19,Mumbai,29.5,50,0.0,9.6
2025-04-19,Bangalore,29.4,69,0.0,7.8
2025-04-19,Kolkata,29.4,57,0.0,13.1
2025-04-20,Delhi,30.5,56,0.0,5.3
2025-04-20,Mumbai,31.4,43,0.0,19.5
2025-04-20,Bangalore,26.5,53,0.0,10.3
2025-04-20,Kolkata,29.4,48,0.0,11.5
2025-04-21,Delhi,27.2,43,0.0,13.8
2025-04-21,Mumbai,30.0,51,0.0,9.7
2025-04-21,Bangalore,31.9,57,0.0,18.6
2025-04-21,Kolkata,28.1,61,0.0,18.4
2025-04-22,Delhi,30.0,56,0.0,24.9
2025-04-22,Mumbai,27.0,61,0.0,16.2
2025-04-22,Bangalore,25.6,54,0.0,9.0
2025-04-22,Kolkata,24.9,64,2.9,21.4
2025-04-23,Delhi,32.8,42,0.0,23.5
2025-04-23,Mumbai,27.6,47,0.0,5.4
2025-04-23,Bangalore,30.9,40,0.0,21.8
2025-04-23,Kolkata,29.6,57,0.0,20.8
2025-04-24,Delhi,29.5,51,0.0,20.6
2025-04-24,Mumbai,24.3,40,0.0,9.5
2025-04-24,Bangalore,27.4,41,0.0,23.7
2025-04-24,Kolkata,26.7,59,0.0,10.6
2025-04-25,Delhi,31.9,45,0.0,23.4
2025-04-25,Mumbai,32.9,44,0.0,12.8
2025-04-25,Bangalore,27.6,45,0.0,21.3
2025-04-25,Kolkata,31.9,69,0.0,19.4
2025-04-26,Delhi,25.9,53,0.0,6.6
2025-04-26,Mumbai,25.6,41,0.0,9.5
2025-04-26,Bangalore,29.2,49,0.0,21.4
2025-04-26,Kolkata,31.8,43,0.0,17.1
2025-04-27,Delhi,32.1,53,0.0,8.5
2025-04-27,Mumbai,27.6,64,0.0,18.3
2025-04-27,Bangalore,28.3,43,0.0,7.7
2025-04-27,Kolkata,28.9,67,0.0,11.2
2025-04-28,Delhi,28.0,67,0.1,22.0
2025-04-28,Mumbai,29.4,62,22.8,8.0
2025-04-28,Bangalore,28.1,41,0.0,14.7
2025-04-28,Kolkata,29.6,54,0.0,24.7
2025-04-29,Delhi,25.3,48,0.0,20.7
2025-04-29,Mumbai,25.6,55,0.0,6.2
2025-04-29,Bangalore,33.0,56,0.0,9.7
2025-04-29,Kolkata,25.6,43,0.0,15.5
2025-04-30,Delhi,25.2,59,0.0,13.1
2025-04-30,Mumbai,27.2,66,0.0,13.3
2025-04-30,Bangalore,30.6,61,0.0,24.3
2025-04-30,Kolkata,25.2,60,0.0,5.4
2025-05-01,Delhi,36.8,75,0.0,8.8
2025-05-01,Mumbai,27.9,85,0.0,9.8
2025-05-01,Bangalore,32.2,62,2.5,5.9
2025-05-01,Kolkata,35.8,80,5.4,21.9
2025-05-02,Delhi,31.4,69,0.0,9.9
2025-05-02,Mumbai,32.3,88,23.1,12.9
2025-05-02,Bangalore,33.0,58,0.0,7.0
2025-05-02,Kolkata,38.5,61,14.7,13.8
2025-05-03,Delhi,30.3,77,0.0,20.6
2025-05-03,Mumbai,29.5,67,0.0,22.9
2025-05-03,Bangalore,30.5,77,0.0,14.0
2025-05-03,Kolkata,31.0,71,0.0,15.2
2025-05-04,Delhi,30.4,74,0.0,19.9
2025-05-04,Mumbai,32.2,62,0.0,5.2
2025-05-04,Bangalore,31.6,75,0.0,14.2
2025-05-04,Kolkata,38.7,78,1.5,18.2
2025-05-05,Delhi,30.9,79,4.4,21.6
2025-05-05,Mumbai,25.7,75,22.0,24.4
2025-05-05,Bangalore,30.6,51,2.4,18.3
2025-05-05,Kolkata,32.3,68,0.3,17.9
2025-05-06,Delhi,38.7,70,0.0,7.5
2025-05-06,Mumbai,26.0,72,0.0,16.6
2025-05-06,Bangalore,32.3,77,0.9,8.1
2025-05-06,Kolkata,35.4,68,4.6,12.4
2025-05-07,Delhi,35.5,71,0.0,10.5
2025-05-07,Mumbai,31.1,78,0.0,22.7
2025-05-07,Bangalore,27.6,79,0.0,22.2
2025-05-07,Kolkata,38.3,77,30.7,17.7
2025-05-08,Delhi,36.7,63,0.0,20.5
2025-05-08,Mumbai,26.6,81,11.6,20.1
2025-05-08,Bangalore,31.6,51,0.0,7.6
2025-05-08,Kolkata,37.4,74,0.0,15.1
2025-05-09,Delhi,36.6,60,0.0,20.2
2025-05-09,Mumbai,30.5,81,0.0,16.3
2025-05-09,Bangalore,32.9,64,0.0,22.5
2025-05-09,Kolkata,31.4,85,10.4,5.2
2025-05-10,Delhi,38.9,57,0.0,8.9
2025-05-10,Mumbai,30.9,84,0.0,16.1
2025-05-10,Bangalore,30.5,76,6.2,18.8
2025-05-10,Kolkata,34.7,69,11.0,20.2
2025-05-11,Delhi,31.8,51,0.0,20.2
